CustomerID,AveMonthSpend,BikeBuyer,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,CurrDate,Age,AgeGroup
11064,76,0,Chase,Reed,2721 Alexander Pl.,Downey,California,United States,90241,892-555-0184,1975-12-07,High School,Skilled Manual,M,M,1,2,0,0,58306,1998-01-01,22.084931506849315,Under 25
11065,48,1,Jessica,Henderson,9343 Ironwood Way,La Jolla,California,United States,92806,278-555-0186,1973-10-09,Partial College,Skilled Manual,F,M,0,2,0,0,73388,1998-01-01,24.246575342465754,Under 25
11066,50,0,Grace,Butler,4739 Garden Ave.,Lebanon,Oregon,United States,97355,712-555-0141,1973-11-27,Partial College,Professional,F,M,1,2,0,0,61686,1998-01-01,24.112328767123287,Under 25
11067,70,1,Caleb,Carter,9563 Pennsylvania Blvd.,Port Orchard,Washington,United States,98366,944-555-0167,1976-09-25,Partial College,Professional,M,S,1,2,0,0,96049,1998-01-01,21.28219178082192,Under 25
11070,87,0,Willie,Raji,6260 Vernal Drive,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0151,1955-04-05,High School,Skilled Manual,M,M,1,2,0,2,109883,1998-01-01,42.772602739726025,Between 25 and 45
11071,51,0,Linda,Serrano,9808 Shaw Rd.,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0130,1955-06-26,High School,Skilled Manual,F,S,1,2,0,2,106718,1998-01-01,42.54794520547945,Between 25 and 45
11072,52,0,Casey,Luo,9513 Roslyn Drive,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0125,1955-02-06,High School,Skilled Manual,F,S,0,2,0,2,97646,1998-01-01,42.93150684931507,Between 25 and 45
11073,51,0,Amy,Ye,2262 Kirkwood Ct.,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0185,1956-08-14,High School,Skilled Manual,F,S,1,2,0,2,58916,1998-01-01,41.41095890410959,Between 25 and 45
11074,74,0,Levi,Arun,4661 Bluetail,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0127,1956-08-28,High School,Skilled Manual,M,S,1,2,0,2,93934,1998-01-01,41.37260273972603,Between 25 and 45
11075,51,0,Felicia,Jimenez,786 Eastgate Ave,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0165,1957-11-16,High School,Professional,F,S,1,2,0,2,99137,1998-01-01,40.153424657534245,Between 25 and 45
11076,73,0,Blake,Anderson,5436 Clear,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0113,1957-07-13,High School,Professional,M,S,1,2,0,2,112044,1998-01-01,40.4986301369863,Between 25 and 45
11077,55,0,Leah,Ye,1291 Arguello Blvd.,Melton,Victoria,Australia,3337,1 (11) 500 555-0154,1957-09-19,High School,Professional,F,S,0,2,0,2,108728,1998-01-01,40.31232876712329,Between 25 and 45
11078,48,1,Gina,Martin,1349 Sol St.,Cliffside,British Columbia,Canada,V8Y 1L1,196-555-0114,1974-01-10,High School,Professional,F,S,0,2,0,0,49084,1998-01-01,23.991780821917807,Under 25
11079,87,0,Donald,Gonzalez,4236 Malibu Place,Geelong,Victoria,Australia,3220,1 (11) 500 555-0137,1959-03-11,Graduate Degree,Management,M,S,1,2,0,0,172444,1998-01-01,38.83835616438356,Between 25 and 45
11080,92,1,Damien,Chander,9941 Stonehedge Dr.,Perth,South Australia,Australia,6006,1 (11) 500 555-0111,1959-07-17,Graduate Degree,Management,M,M,1,2,0,0,181590,1998-01-01,38.487671232876714,Between 25 and 45
11081,76,0,Savannah,Baker,1210 Trafalgar Circle,Concord,California,United States,94519,478-555-0117,1966-07-24,Bachelors ,Management,F,M,1,3,2,2,148109,1998-01-01,31.46301369863014,Between 25 and 45
11082,62,1,Angela,Butler,6040 Listing Ct,Fremont,California,United States,94536,579-555-0195,1966-08-04,Graduate Degree,Management,F,S,0,3,1,1,149717,1998-01-01,31.432876712328767,Between 25 and 45
11083,68,1,Alyssa,Cox,867 La Orinda Place,Lincoln Acres,California,United States,91950,561-555-0140,1966-03-15,Graduate Degree,Management,F,M,1,3,1,1,163913,1998-01-01,31.82191780821918,Between 25 and 45
11085,47,0,Emily,Johnson,7926 Stephanie Way,Newport Beach,California,United States,92625,850-555-0184,1957-07-19,High School,Professional,F,S,0,2,0,2,66900,1998-01-01,40.48219178082192,Between 25 and 45
11086,98,0,Ryan,Brown,2939 Wesley Ct.,Santa Monica,California,United States,90401,539-555-0198,1957-12-23,Partial College,Professional,M,M,1,0,1,2,97834,1998-01-01,40.05205479452055,Between 25 and 45
11088,104,0,Hunter,Davis,4308 Sand Pointe Lane,San Diego,California,United States,92102,612-555-0141,1957-11-25,Bachelors ,Management,M,M,1,0,1,2,129910,1998-01-01,40.12876712328767,Between 25 and 45
11089,57,1,Abigail,Price,2685 Blackburn Ct,Long Beach,California,United States,90802,532-555-0117,1957-02-05,Bachelors ,Management,F,S,1,1,1,2,91729,1998-01-01,40.93150684931507,Between 25 and 45
11090,76,0,Trevor,Bryant,5781 Sharon Dr.,Los Angeles,California,United States,90012,853-555-0174,1957-12-17,Partial College,Professional,M,S,1,1,0,2,113883,1998-01-01,40.06849315068493,Between 25 and 45
11091,82,0,Dalton,Perez,6083 San Jose,Haney,British Columbia,Canada,V2W 1W2,559-555-0115,1957-04-04,Partial College,Professional,M,M,1,1,0,2,112820,1998-01-01,40.772602739726025,Between 25 and 45
11093,58,0,Aimee,He,1833 Olympic Drive,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0161,1967-09-10,Graduate Degree,Management,F,M,1,0,0,0,106839,1998-01-01,30.33150684931507,Between 25 and 45
11094,78,1,Cedric,Ma,3407 Oak Brook Place,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0115,1962-04-01,Partial College,Skilled Manual,M,S,0,1,0,1,88887,1998-01-01,35.778082191780825,Between 25 and 45
11095,77,0,Chad,Kumar,1681 Lighthouse Way,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0151,1962-09-01,Partial College,Skilled Manual,M,S,1,1,0,1,108740,1998-01-01,35.35890410958904,Between 25 and 45
11096,87,1,Andrés,Anand,5423 Los Gatos Ct.,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0184,1962-08-10,Bachelors ,Professional,M,M,1,1,0,1,106971,1998-01-01,35.41917808219178,Between 25 and 45
11097,80,0,Edwin,Nara,719 William Way,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0112,1961-10-27,Partial College,Skilled Manual,M,M,1,1,0,1,98519,1998-01-01,36.205479452054796,Between 25 and 45
11098,54,0,Mallory,Rubio,6452 Harris Circle,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0157,1961-05-01,Partial College,Skilled Manual,F,S,0,1,0,1,82707,1998-01-01,36.6958904109589,Between 25 and 45
11099,83,1,Adam,Ross,4378 Westminster Place,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0186,1961-03-08,Bachelors ,Professional,M,M,1,1,0,1,103866,1998-01-01,36.843835616438355,Between 25 and 45
11100,46,0,Latasha,Navarro,6954 Ranch Road,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0123,1960-09-15,Partial College,Skilled Manual,F,S,1,1,0,1,66520,1998-01-01,37.320547945205476,Between 25 and 45
11101,47,1,Abby,Sai,7074 N. Spoonwood Court,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0174,1965-05-08,Bachelors ,Professional,F,S,0,1,0,0,75270,1998-01-01,32.673972602739724,Between 25 and 45
11102,89,1,Julia,Nelson,2196 Coat Ct.,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0124,1965-04-21,Bachelors ,Professional,F,S,1,4,5,5,95167,1998-01-01,32.72054794520548,Between 25 and 45
11103,49,0,Cassie,Chande,9448 San Marino Ct.,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0166,1964-10-17,Bachelors ,Professional,F,S,1,1,0,0,85087,1998-01-01,33.23013698630137,Between 25 and 45
11104,85,0,Edgar,Sara,6127 Lilly Lane,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0125,1964-03-11,Bachelors ,Professional,M,M,0,1,0,0,102445,1998-01-01,33.83287671232877,Between 25 and 45
11105,52,0,Candace,Fernandez,5029 Blue Ridge,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0162,1964-12-28,Bachelors ,Professional,F,S,0,1,0,0,88445,1998-01-01,33.032876712328765,Between 25 and 45
11106,74,1,Jessie,Liu,3063 Blue Jay Drive,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0163,1964-09-11,Bachelors ,Professional,M,S,0,1,0,0,97782,1998-01-01,33.32876712328767,Between 25 and 45
11107,54,1,Bianca,Lin,7530 Eola,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0121,1959-09-09,Bachelors ,Professional,F,M,1,1,0,1,117317,1998-01-01,38.33972602739726,Between 25 and 45
11109,79,1,Ruben,Kapoor,1984 Glendale Circle,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0132,1963-11-05,Bachelors ,Professional,M,S,0,2,0,0,106891,1998-01-01,34.18082191780822,Between 25 and 45
11110,74,1,Curtis,Yang,4052 Mt. Wilson Way,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0127,1962-06-06,Partial College,Skilled Manual,M,M,1,1,0,1,77012,1998-01-01,35.5972602739726,Between 25 and 45
11111,56,1,Meredith,Gutierrez,7610 Northridge Ct.,Geelong,Victoria,Australia,3220,1 (11) 500 555-0179,1962-02-23,Partial College,Skilled Manual,F,M,1,1,0,1,62702,1998-01-01,35.87945205479452,Between 25 and 45
11112,51,0,Crystal,Wang,2773 Kirkwood Dr,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0134,1962-09-09,Partial College,Skilled Manual,F,M,1,1,0,1,73151,1998-01-01,35.33698630136986,Between 25 and 45
11113,142,1,Micheal,Blanco,596 Marfargoa Drive,Perth,South Australia,Australia,6006,1 (11) 500 555-0131,1962-02-21,Bachelors ,Professional,M,M,1,2,4,5,104220,1998-01-01,35.88493150684931,Between 25 and 45
16475,61,0,Kurt,Anand,Heiderweg 4983,Essen,Hamburg,Germany,45001,1 (11) 500 555-0115,1973-12-13,Partial High School,Manual,M,S,0,2,0,0,18709,1998-01-01,24.068493150684933,Under 25
11115,141,1,Alvin,Cai,7759 Azalea Avenue,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0191,1962-02-12,Partial College,Skilled Manual,M,M,1,2,4,5,93330,1998-01-01,35.90958904109589,Between 25 and 45
11116,140,1,Clinton,Carlson,7943 Cunha Ct.,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0184,1962-10-07,Partial College,Skilled Manual,M,M,1,2,4,5,86770,1998-01-01,35.26027397260274,Between 25 and 45
11117,84,1,April,Deng,485 Ash Lane,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0182,1961-02-21,Partial College,Skilled Manual,F,M,1,3,4,5,73276,1998-01-01,36.88493150684931,Between 25 and 45
11119,58,0,Evan,James,4157 Sierra Ridge,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0187,1935-04-10,Partial College,Clerical,M,S,0,2,0,2,51078,1998-01-01,62.772602739726025,Over 55
11120,37,0,Beth,Jiménez,7401 Las Palmas,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0164,1936-08-09,Bachelors ,Management,F,S,1,1,0,2,52280,1998-01-01,61.43835616438356,Over 55
11122,143,0,Byron,Vazquez,3187 Hackamore Lane,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0136,1960-04-02,Partial College,Skilled Manual,M,M,1,3,4,5,88615,1998-01-01,37.775342465753425,Between 25 and 45
11123,140,1,Philip,Alvarez,2775 Mt. Olivet Pl.,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0191,1960-06-20,Partial College,Skilled Manual,M,M,1,3,4,5,102114,1998-01-01,37.558904109589044,Between 25 and 45
11124,80,1,Ross,Jordan,6973 Dublin Court,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0126,1957-07-27,Partial College,Skilled Manual,M,S,1,1,0,1,106875,1998-01-01,40.46027397260274,Between 25 and 45
11125,46,0,Dana,Navarro,8481 Zartop Street,Seaford,Victoria,Australia,3198,1 (11) 500 555-0172,1956-04-08,Partial College,Skilled Manual,F,S,1,1,0,1,65730,1998-01-01,41.76164383561644,Between 25 and 45
11126,75,0,Shaun,Carson,57 Wolf Way,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0155,1949-04-07,High School,Skilled Manual,M,M,0,2,1,2,32857,1998-01-01,48.76986301369863,Between 45 and 55
11127,46,0,Jan,Edwards,9409 The Alameda,San Gabriel,California,United States,91776,111-555-0118,1975-10-21,High School,Skilled Manual,F,M,1,1,0,0,46078,1998-01-01,22.213698630136985,Under 25
11129,37,0,Julia,Wright,7397 Central Blvd.,Sedro Woolley,Washington,United States,98284,456-555-0174,1975-08-05,High School,Skilled Manual,F,S,1,1,0,0,32122,1998-01-01,22.424657534246574,Under 25
11130,48,0,Caroline,Russell,3884 Bates Court,Lebanon,Oregon,United States,97355,424-555-0137,1980-01-06,High School,Skilled Manual,F,M,1,2,0,0,34879,1998-01-01,18.0,Under 25
11131,44,0,Amanda,Rivera,9573 Royal Oak Rd.,Haney,British Columbia,Canada,V2W 1W2,918-555-0126,1980-03-12,High School,Skilled Manual,F,M,0,2,0,0,39266,1998-01-01,17.81917808219178,Under 25
11132,40,0,Melissa,Richardson,6832 Fruitwood Dr,Langford,British Columbia,Canada,V9,928-555-0118,1980-10-26,High School,Skilled Manual,F,S,0,2,0,0,44139,1998-01-01,17.194520547945206,Under 25
11133,34,0,Angela,Griffin,3828 Baltic Sea Ct,Lake Oswego,Oregon,United States,97034,598-555-0174,1980-09-08,Partial High School,Clerical,F,S,0,2,0,0,37010,1998-01-01,17.326027397260273,Under 25
11134,64,1,Larry,Townsend,7034 Carson,Perth,South Australia,Australia,6006,1 (11) 500 555-0130,1946-02-26,High School,Skilled Manual,M,S,1,2,0,5,26209,1998-01-01,51.88219178082192,Between 45 and 55
11135,63,0,Marcus,Harris,9068 Quiet Place Drive,Burlingame,California,United States,94010,442-555-0119,1979-11-03,Partial High School,Clerical,M,S,0,2,0,0,64613,1998-01-01,18.175342465753424,Under 25
11136,46,0,Brianna,Morgan,9005 Eagle Ct.,Metchosin,British Columbia,Canada,V9,954-555-0117,1978-10-26,High School,Skilled Manual,F,S,0,2,0,0,38527,1998-01-01,19.197260273972603,Under 25
11137,47,0,Jasmine,Taylor,2457 Matterhorn Court,Spokane,Washington,United States,99202,557-555-0146,1978-07-20,High School,Skilled Manual,F,M,1,2,0,0,42811,1998-01-01,19.465753424657535,Under 25
11138,45,0,Lauren,Davis,8105 Pembrook Court,Glendale,California,United States,91203,832-555-0121,1978-09-15,High School,Skilled Manual,F,M,0,2,0,0,48772,1998-01-01,19.30958904109589,Under 25
